"TOA5","CR350","CR350","4452","CR350.Std.01.04","CPU:Station_Toren.CRB","6321","Table_Toren"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","Total","Diffuse"
"TS","RN","Volts","Deg C","mV","mV"
"","","Avg","Avg","Avg","Avg"
"2023-06-22 13:45:00",0,13.09,19.08,220.8,220.8
"2023-06-22 14:00:00",1,13.09,18.72,327.6,327.6
"2023-06-22 14:15:00",2,13.09,18.48,325.3,325.4
"2023-06-22 14:30:00",3,13.08,18.37,317.2,317.4
"2023-06-22 14:45:00",4,13.08,18.32,442.5,441.8
"2023-06-22 15:00:00",5,13.08,18.32,452.8,452.8
"2023-06-22 15:15:00",6,13.08,18.37,391.6,391.9
"2023-06-22 15:30:00",7,13.08,18.42,334.2,334.3
"2023-06-22 15:45:00",8,13.08,18.43,390.1,390.1
"2023-06-22 16:00:00",9,13.08,18.43,501.5,501.8
"2023-06-22 16:15:00",10,13.08,18.48,451.3,451.5
"2023-06-22 16:30:00",11,13.07,18.53,554.1,554
"2023-06-22 16:45:00",12,13.08,18.69,643.2,643.1
"2023-06-22 17:00:00",13,13.07,18.93,493.9,494.2
"2023-06-22 17:15:00",14,13.07,19.1,427.6,428
"2023-06-22 17:30:00",15,13.07,19.2,467.7,467.7
"2023-06-22 17:45:00",16,13.07,19.32,707.5,684.8
"2023-06-22 18:00:00",17,13.07,19.56,415.1,413.9
"2023-06-22 18:15:00",18,13.07,19.74,295.9,295.2
"2023-06-22 18:30:00",19,13.07,19.82,293.5,292.1
"2023-06-22 18:45:00",20,13.07,19.87,394.6,392.1
"2023-06-22 19:00:00",21,13.07,19.93,393.9,393.7
"2023-06-22 19:15:00",22,13.07,20.01,322.7,322.8
"2023-06-22 19:30:00",23,13.07,20.02,349.8,336.3
"2023-06-22 19:45:00",24,13.07,20,287.6,282.3
"2023-06-22 20:00:00",25,13.07,19.96,195.9,195.5
"2023-06-22 20:15:00",26,13.07,19.88,187.4,185.2
"2023-06-22 20:30:00",27,13.07,19.79,164.9,164.1
"2023-06-22 20:45:00",28,13.07,19.72,139.3,139.7
"2023-06-22 21:00:00",29,13.07,19.62,99.4,99
"2023-06-22 21:15:00",30,13.07,19.5,76.6,76.82
"2023-06-22 21:30:00",31,13.06,19.34,50.44,51.03
"2023-06-22 21:45:00",32,13.07,19.17,27.4,27.69
"2023-06-22 22:00:00",33,13.06,18.99,14.33,14.69
"2023-06-22 22:15:00",34,13.06,18.82,7.252,7.291
"2023-06-22 22:30:00",35,13.06,18.65,5.543,5.922
"2023-06-22 22:45:00",36,13.06,18.48,5.536,5.635
"2023-06-22 23:00:00",37,13.06,18.31,5.535,5.9
"2023-06-22 23:15:00",38,13.06,18.13,5.52,5.628
"2023-06-22 23:30:00",39,13.06,17.96,5.786,5.723
"2023-06-22 23:45:00",40,13.06,17.8,5.521,5.62
"2023-06-23 00:00:00",41,13.06,17.63,5.529,5.869
"2023-06-23 00:15:00",42,13.06,17.45,5.549,5.606
"2023-06-23 00:30:00",43,13.06,17.28,5.687,5.822
"2023-06-23 00:45:00",44,13.05,17.11,5.518,5.61
"2023-06-23 01:00:00",45,13.05,16.98,5.501,5.692
"2023-06-23 01:15:00",46,13.05,16.85,5.495,5.603
"2023-06-23 01:30:00",47,13.05,16.69,5.5,5.871
"2023-06-23 01:45:00",48,13.05,16.52,5.488,5.579
"2023-06-23 02:00:00",49,13.05,16.33,5.768,5.582
"2023-06-23 02:15:00",50,13.05,16.16,5.563,5.576
"2023-06-23 02:30:00",51,13.05,16,5.522,5.58
"2023-06-23 02:45:00",52,13.04,15.86,5.466,5.573
"2023-06-23 03:00:00",53,13.05,15.72,5.706,5.572
"2023-06-23 03:15:00",54,13.04,15.6,5.465,5.849
"2023-06-23 03:30:00",55,13.04,15.5,5.474,5.571
"2023-06-23 03:45:00",56,13.04,15.4,5.501,5.568
"2023-06-23 04:00:00",57,13.04,15.31,5.552,5.829
"2023-06-23 04:15:00",58,13.04,15.22,5.471,5.563
"2023-06-23 04:30:00",59,13.04,15.15,5.463,5.751
"2023-06-23 04:45:00",60,13.03,15.05,5.738,5.61
"2023-06-23 05:00:00",61,13.04,14.95,5.46,5.557
"2023-06-23 05:15:00",62,13.03,14.84,5.465,5.559
"2023-06-23 05:30:00",63,13.03,14.76,6.783,7.127
"2023-06-23 05:45:00",64,13.03,14.74,12.51,12.62
"2023-06-23 06:00:00",65,13.03,14.76,20.29,20.53
"2023-06-23 06:15:00",66,13.03,14.83,34.79,34.84
"2023-06-23 06:30:00",67,13.03,14.9,55.26,55.4
"2023-06-23 06:45:00",68,13.03,14.96,85.4,85.4
"2023-06-23 07:00:00",69,13.02,15.01,113.2,113.3
"2023-06-23 07:15:00",70,13.02,15.05,137.6,137.8
"2023-06-23 07:30:00",71,13.02,15.11,181,181.3
"2023-06-23 07:45:00",72,13.02,15.16,285.6,255.1
"2023-06-23 08:00:00",73,13.02,15.23,396,273.8
"2023-06-23 08:15:00",74,13.02,15.33,492.2,265.6
"2023-06-23 08:30:00",75,13.02,15.47,566.7,218.7
"2023-06-23 08:45:00",76,13.02,15.66,682.7,225.2
"2023-06-23 09:00:00",77,13.02,15.91,767.1,230.4
"2023-06-23 09:15:00",78,13.02,16.19,845,229.8
"2023-06-23 09:30:00",79,13.02,16.52,920,237.6
"2023-06-23 09:45:00",80,13.02,16.91,1000,244
"2023-06-23 10:00:00",81,13.02,17.55,1065,261.4
"2023-06-23 10:15:00",82,13.02,18.11,1123,280.7
"2023-06-23 10:30:00",83,13.01,18.5,1197,310.1
"2023-06-23 10:45:00",84,13.02,18.85,1266,330.3
"2023-06-23 11:00:00",85,13.02,19.24,1354,369
"2023-06-23 11:15:00",86,13.02,19.59,1419,392.4
"2023-06-23 11:30:00",87,13.02,19.94,1447,441.1
"2023-06-23 11:45:00",88,13.02,20.34,1484,484.9
"2023-06-23 12:00:00",89,13.02,21.02,1549,525.9
"2023-06-23 12:15:00",90,13.02,22.4,1561,551.4
"2023-06-23 12:30:00",91,13.02,23.25,1283,615.9
"2023-06-23 12:45:00",92,13.02,23.21,1652,645.2
"2023-06-23 13:00:00",93,13.02,23.13,1747,627.1
"2023-06-23 13:15:00",94,13.02,23.32,1728,655.7
"2023-06-23 13:30:00",95,13.02,23.71,1437,692.1
"2023-06-23 13:45:00",96,13.02,24.15,1576,708.9
"2023-06-23 14:00:00",97,13.02,24.79,1543,735.6
"2023-06-23 14:15:00",98,13.02,26.02,1441,791.3
"2023-06-23 14:30:00",99,13.02,26.92,1462,852
"2023-06-23 14:45:00",100,13.02,27.51,1427,885
"2023-06-23 15:00:00",101,13.01,27.9,1595,903
"2023-06-23 15:15:00",102,13.02,28.48,1699,882
"2023-06-23 15:30:00",103,13.02,28.27,905,752.4
"2023-06-23 15:45:00",104,13.02,27.38,1254,803
"2023-06-23 16:00:00",105,13.02,27.18,1142,770.9
"2023-06-23 16:15:00",106,13.02,26.95,1209,803
"2023-06-23 16:30:00",107,13.02,26.58,1216,724.8
"2023-06-23 16:45:00",108,13.02,26.33,1222,718.4
"2023-06-23 17:00:00",109,13.02,26.19,1119,665.9
"2023-06-23 17:15:00",110,13.02,26.09,1159,625.8
"2023-06-23 17:30:00",111,13.02,25.8,850,522
"2023-06-23 17:45:00",112,13.01,25.38,851,517.3
"2023-06-23 18:00:00",113,13.01,25.09,755,545.6
"2023-06-23 18:15:00",114,13.01,24.88,287.8,266.2
"2023-06-23 18:30:00",115,13.01,24.59,212.6,207.6
"2023-06-23 18:45:00",116,13.01,24.17,157.5,152.3
"2023-06-23 19:00:00",117,13.01,23.77,126.4,124.2
"2023-06-23 19:15:00",118,13.01,23.36,87.9,87.8
"2023-06-23 19:30:00",119,13.01,22.91,183.3,161.5
"2023-06-23 19:45:00",120,13.01,22.59,320.1,257.2
"2023-06-23 20:00:00",121,13.01,22.45,506,340.5
"2023-06-23 20:15:00",122,13,22.43,419.7,276.8
"2023-06-23 20:30:00",123,13,22.42,318.4,213.5
"2023-06-23 20:45:00",124,13,22.36,205.1,153.2
"2023-06-23 21:00:00",125,13,22.25,146.9,127.2
"2023-06-23 21:15:00",126,13,22.09,96,88.2
"2023-06-23 21:30:00",127,13,21.89,76.17,68.87
"2023-06-23 21:45:00",128,13,21.66,40.87,40.63
"2023-06-23 22:00:00",129,13,21.41,19.19,19.24
"2023-06-23 22:15:00",130,13,21.15,8.86,8.82
"2023-06-23 22:30:00",131,12.99,20.86,5.649,5.754
"2023-06-23 22:45:00",132,12.99,20.56,5.596,5.699
"2023-06-23 23:00:00",133,12.99,20.29,5.594,5.693
"2023-06-23 23:15:00",134,12.99,20.04,5.582,5.692
"2023-06-23 23:30:00",135,12.99,19.78,5.577,5.68
"2023-06-23 23:45:00",136,12.99,19.45,5.6,5.675
"2023-06-24 00:00:00",137,12.99,19.11,5.852,5.669
"2023-06-24 00:15:00",138,12.98,18.72,5.565,5.66
"2023-06-24 00:30:00",139,12.99,18.34,5.603,5.692
"2023-06-24 00:45:00",140,12.98,18.02,5.54,5.642
"2023-06-24 01:00:00",141,12.98,17.74,5.826,5.645
"2023-06-24 01:15:00",142,12.98,17.52,5.704,5.631
"2023-06-24 01:30:00",143,12.98,17.38,5.526,5.623
"2023-06-24 01:45:00",144,12.98,17.26,5.809,5.624
"2023-06-24 02:00:00",145,12.98,17.1,5.513,5.911
"2023-06-24 02:15:00",146,12.97,16.96,5.517,5.624
"2023-06-24 02:30:00",147,12.98,16.84,5.51,5.897
"2023-06-24 02:45:00",148,12.97,16.72,5.564,5.609
"2023-06-24 03:00:00",149,12.97,16.59,5.514,5.606
"2023-06-24 03:15:00",150,12.97,16.47,5.537,5.893
"2023-06-24 03:30:00",151,12.97,16.34,5.788,5.6
"2023-06-24 03:45:00",152,12.97,16.2,5.51,5.608
"2023-06-24 04:00:00",153,12.97,16.04,5.509,5.883
"2023-06-24 04:15:00",154,12.97,15.86,5.495,5.595
"2023-06-24 04:30:00",155,12.97,15.68,5.519,5.589
"2023-06-24 04:45:00",156,12.96,15.53,5.492,5.579
"2023-06-24 05:00:00",157,12.96,15.43,5.495,5.855
"2023-06-24 05:15:00",158,12.96,15.38,5.491,5.584
"2023-06-24 05:30:00",159,12.96,15.35,7.992,7.911
"2023-06-24 05:45:00",160,12.96,15.31,17.91,18.12
"2023-06-24 06:00:00",161,12.96,15.27,35.03,34.95
"2023-06-24 06:15:00",162,12.96,15.21,56.98,53.39
"2023-06-24 06:30:00",163,12.96,15.15,93.2,73.14
"2023-06-24 06:45:00",164,12.95,15.12,136.7,88.4
"2023-06-24 07:00:00",165,12.95,15.12,191.4,101.6
"2023-06-24 07:15:00",166,12.95,15.17,257.8,112.8
"2023-06-24 07:30:00",167,12.95,15.25,331.5,123
"2023-06-24 07:45:00",168,12.95,15.45,405.6,132.6
"2023-06-24 08:00:00",169,12.95,15.65,491.8,142.4
"2023-06-24 08:15:00",170,12.95,15.86,571.9,149.7
"2023-06-24 08:30:00",171,12.95,16.11,650.4,154.7
"2023-06-24 08:45:00",172,12.95,16.4,724.7,160.1
"2023-06-24 09:00:00",173,12.95,16.69,800,164.5
"2023-06-24 09:15:00",174,12.95,17.02,875,169.6
"2023-06-24 09:30:00",175,12.95,17.37,953,175.7
"2023-06-24 09:45:00",176,12.95,17.83,1028,183.5
"2023-06-24 10:00:00",177,12.95,18.57,1098,191.5
"2023-06-24 10:15:00",178,12.95,19.12,1167,200.7
"2023-06-24 10:30:00",179,12.95,19.47,1241,210.2
"2023-06-24 10:45:00",180,12.95,19.73,1309,222.8
"2023-06-24 11:00:00",181,12.95,20.04,1380,241.4
"2023-06-24 11:15:00",182,12.95,20.35,1440,241.1
"2023-06-24 11:30:00",183,12.95,20.69,1499,244.9
"2023-06-24 11:45:00",184,12.95,21.03,1556,257.7
"2023-06-24 12:00:00",185,12.95,21.71,1610,259.8
"2023-06-24 12:15:00",186,12.94,23.41,1633,243.7
"2023-06-24 12:30:00",187,12.94,24.35,1681,251.6
"2023-06-24 12:45:00",188,12.94,24.11,1723,257.1
"2023-06-24 13:00:00",189,12.95,23.9,1771,255.1
"2023-06-24 13:15:00",190,12.95,23.89,1814,248.6
"2023-06-24 13:30:00",191,12.95,24.25,1819,244.7
"2023-06-24 13:45:00",192,12.95,25.05,1801,248.4
"2023-06-24 14:00:00",193,12.95,26.24,1808,251.7
"2023-06-24 14:15:00",194,12.95,28.68,1836,253.3
"2023-06-24 14:30:00",195,12.95,30.74,1835,260.5
"2023-06-24 14:45:00",196,12.95,32.02,1833,257.7
"2023-06-24 15:00:00",197,12.95,32.93,1815,252.3
"2023-06-24 15:15:00",198,12.95,33.25,1786,248
"2023-06-24 15:30:00",199,12.95,32.15,1756,244.2
"2023-06-24 15:45:00",200,12.95,31.19,1731,239.3
"2023-06-24 16:00:00",201,12.95,31.56,1665,236.4
"2023-06-24 16:15:00",202,12.95,31.46,1601,234.2
"2023-06-24 16:30:00",203,12.95,30.6,1558,230.8
"2023-06-24 16:45:00",204,12.95,29.89,1499,224.5
"2023-06-24 17:00:00",205,12.95,29.23,1430,219.5
"2023-06-24 17:15:00",206,12.95,28.86,1363,218.8
"2023-06-24 17:30:00",207,12.95,28.33,1325,214.7
"2023-06-24 17:45:00",208,12.95,27.6,1273,209
"2023-06-24 18:00:00",209,12.95,27.04,1182,205.4
"2023-06-24 18:15:00",210,12.95,26.62,1093,200.5
"2023-06-24 18:30:00",211,12.95,26.26,1018,191.8
"2023-06-24 18:45:00",212,12.95,25.99,936,185.5
"2023-06-24 19:00:00",213,12.95,25.76,849,181.7
"2023-06-24 19:15:00",214,12.95,25.62,757.4,179.1
"2023-06-24 19:30:00",215,12.94,25.47,662.1,186
"2023-06-24 19:45:00",216,12.94,25.18,458.4,205.4
"2023-06-24 20:00:00",217,12.94,24.86,433.5,202.6
"2023-06-24 20:15:00",218,12.94,24.56,362.9,185.6
"2023-06-24 20:30:00",219,12.94,24.31,308.9,168.6
"2023-06-24 20:45:00",220,12.94,24.11,226.7,140
"2023-06-24 21:00:00",221,12.94,23.95,164.6,119.1
"2023-06-24 21:15:00",222,12.94,23.83,113.7,92.3
"2023-06-24 21:30:00",223,12.94,23.7,72.65,66.52
"2023-06-24 21:45:00",224,12.94,23.5,41.64,42.02
"2023-06-24 22:00:00",225,12.93,23.25,21.5,21.79
"2023-06-24 22:15:00",226,12.94,22.97,10.22,10.27
"2023-06-24 22:30:00",227,12.94,22.61,5.993,5.871
"2023-06-24 22:45:00",228,12.93,22.13,5.606,6.001
"2023-06-24 23:00:00",229,12.93,21.64,5.597,5.7
"2023-06-24 23:15:00",230,12.93,21.18,5.586,5.987
"2023-06-24 23:30:00",231,12.93,20.77,5.871,5.732
"2023-06-24 23:45:00",232,12.93,20.39,5.577,5.683
"2023-06-25 00:00:00",233,12.93,20.04,5.853,5.735
"2023-06-25 00:15:00",234,12.93,19.71,5.577,5.964
"2023-06-25 00:30:00",235,12.93,19.43,5.572,5.678
"2023-06-25 00:45:00",236,12.93,19.19,5.566,5.929
"2023-06-25 01:00:00",237,12.92,18.99,5.556,5.672
"2023-06-25 01:15:00",238,12.92,18.77,5.83,5.763
"2023-06-25 01:30:00",239,12.92,18.59,5.555,5.671
"2023-06-25 01:45:00",240,12.92,18.39,5.589,5.67
"2023-06-25 02:00:00",241,12.92,18.18,5.539,5.669
"2023-06-25 02:15:00",242,12.92,18,5.557,5.953
"2023-06-25 02:30:00",243,12.92,17.82,5.543,5.656
"2023-06-25 02:45:00",244,12.92,17.67,5.825,5.652
"2023-06-25 03:00:00",245,12.92,17.55,5.542,5.654
"2023-06-25 03:15:00",246,12.92,17.46,5.54,5.678
"2023-06-25 03:30:00",247,12.91,17.37,5.543,5.768
"2023-06-25 03:45:00",248,12.92,17.27,5.54,5.644
"2023-06-25 04:00:00",249,12.91,17.16,5.543,5.647
"2023-06-25 04:15:00",250,12.91,17.06,5.542,5.649
"2023-06-25 04:30:00",251,12.91,16.99,5.532,5.656
"2023-06-25 04:45:00",252,12.91,16.92,5.536,5.65
"2023-06-25 05:00:00",253,12.91,16.85,5.577,5.927
"2023-06-25 05:15:00",254,12.91,16.75,5.531,5.772
"2023-06-25 05:30:00",255,12.91,16.7,8.13,8.39
"2023-06-25 05:45:00",256,12.91,16.67,17.7,17.93
"2023-06-25 06:00:00",257,12.91,16.65,34.25,34.12
"2023-06-25 06:15:00",258,12.91,16.63,57.51,55.04
"2023-06-25 06:30:00",259,12.91,16.61,92.9,78.53
"2023-06-25 06:45:00",260,12.91,16.58,133.9,97.2
"2023-06-25 07:00:00",261,12.9,16.58,182.4,112.6
"2023-06-25 07:15:00",262,12.9,16.62,245.3,128.1
"2023-06-25 07:30:00",263,12.91,16.73,317.1,142.2
"2023-06-25 07:45:00",264,12.9,16.97,389.6,155
"2023-06-25 08:00:00",265,12.91,17.22,471.8,167.9
"2023-06-25 08:15:00",266,12.9,17.48,553.4,174.9
"2023-06-25 08:30:00",267,12.9,17.8,633.3,178.3
"2023-06-25 08:45:00",268,12.9,18.15,712.5,180.4
"2023-06-25 09:00:00",269,12.9,18.54,789.8,183.7
"2023-06-25 09:15:00",270,12.9,18.92,866,189.8
"2023-06-25 09:30:00",271,12.9,19.31,940,196.8
"2023-06-25 09:45:00",272,12.9,19.76,1021,204.3
"2023-06-25 10:00:00",273,12.9,20.47,1091,213.6
"2023-06-25 10:15:00",274,12.9,21.1,1156,223.2
"2023-06-25 10:30:00",275,12.9,21.61,1232,232.2
"2023-06-25 10:45:00",276,12.9,22.03,1298,245
"2023-06-25 11:00:00",277,12.9,22.51,1372,264.7
"2023-06-25 11:15:00",278,12.9,23.03,1438,265.4
"2023-06-25 11:30:00",279,12.9,23.48,1494,275.6
"2023-06-25 11:45:00",280,12.9,23.96,1555,278.9
"2023-06-25 12:00:00",281,12.9,24.77,1607,281.7
"2023-06-25 12:15:00",282,12.9,26.48,1631,273.2
"2023-06-25 12:30:00",283,12.9,27.52,1671,276.6
"2023-06-25 12:45:00",284,12.91,27.48,1723,276.8
"2023-06-25 13:00:00",285,12.91,27.33,1766,282.3
"2023-06-25 13:15:00",286,12.91,27.46,1805,283.7
"2023-06-25 13:30:00",287,12.91,27.79,1810,287.1
"2023-06-25 13:45:00",288,12.91,28.69,1790,287.1
"2023-06-25 14:00:00",289,12.91,29.88,1795,291.9
"2023-06-25 14:15:00",290,12.91,32.13,1820,292.2
"2023-06-25 14:30:00",291,12.91,34,1824,297.8
"2023-06-25 14:45:00",292,12.91,35.16,1818,303.5
"2023-06-25 15:00:00",293,12.91,36.08,1797,303.6
"2023-06-25 15:15:00",294,12.91,36.46,1768,305.6
"2023-06-25 15:30:00",295,12.92,35.69,1735,307.9
"2023-06-25 15:45:00",296,12.92,34.66,1689,314.1
"2023-06-25 16:00:00",297,12.92,34.99,1646,307.4
"2023-06-25 16:15:00",298,12.92,34.71,1580,305
"2023-06-25 16:30:00",299,12.92,33.83,1534,307.5
"2023-06-25 16:45:00",300,12.92,33.04,1465,303.5
"2023-06-25 17:00:00",301,12.92,32.28,1405,294.6
"2023-06-25 17:15:00",302,12.92,31.99,1330,293.3
"2023-06-25 17:30:00",303,12.92,31.48,1290,284.3
"2023-06-25 17:45:00",304,12.92,30.83,1233,270.9
"2023-06-25 18:00:00",305,12.92,30.29,1158,254
"2023-06-25 18:15:00",306,12.92,29.91,1067,243.2
"2023-06-25 18:30:00",307,12.92,29.59,991,231.5
"2023-06-25 18:45:00",308,12.92,29.24,912,217.2
"2023-06-25 19:00:00",309,12.92,28.93,832,202.7
"2023-06-25 19:15:00",310,12.92,28.79,730.1,199.6
"2023-06-25 19:30:00",311,12.92,28.63,646.3,196.2
"2023-06-25 19:45:00",312,12.92,28.27,560.4,191.6
"2023-06-25 20:00:00",313,12.92,27.88,459.9,180
"2023-06-25 20:15:00",314,12.92,27.51,356.7,166.2
"2023-06-25 20:30:00",315,12.92,27.21,296.8,159
"2023-06-25 20:45:00",316,12.91,26.93,241.2,150.6
"2023-06-25 21:00:00",317,12.91,26.65,169.6,124
"2023-06-25 21:15:00",318,12.91,26.38,116.5,96
"2023-06-25 21:30:00",319,12.91,26.12,71.25,68.19
"2023-06-25 21:45:00",320,12.91,25.85,39.65,40.07
"2023-06-25 22:00:00",321,12.91,25.56,20.87,20.76
"2023-06-25 22:15:00",322,12.91,25.28,9.19,9.42
"2023-06-25 22:30:00",323,12.91,25,5.753,5.842
"2023-06-25 22:45:00",324,12.91,24.72,5.696,6.089
"2023-06-25 23:00:00",325,12.91,24.43,5.7,5.786
"2023-06-25 23:15:00",326,12.91,24.17,5.702,6.076
"2023-06-25 23:30:00",327,12.91,23.93,5.689,5.775
"2023-06-25 23:45:00",328,12.91,23.83,5.67,5.764
"2023-06-26 00:00:00",329,12.91,23.72,5.659,5.753
"2023-06-26 00:15:00",330,12.91,23.49,5.645,5.743
"2023-06-26 00:30:00",331,12.91,23.17,5.636,5.744
"2023-06-26 00:45:00",332,12.91,22.87,5.633,5.737
"2023-06-26 01:00:00",333,12.9,22.63,5.93,5.963
"2023-06-26 01:15:00",334,12.9,22.38,5.63,5.725
"2023-06-26 01:30:00",335,12.9,22.21,5.625,5.719
"2023-06-26 01:45:00",336,12.9,22.08,5.813,5.92
"2023-06-26 02:00:00",337,12.9,21.92,5.616,5.864
"2023-06-26 02:15:00",338,12.9,21.75,5.611,5.709
"2023-06-26 02:30:00",339,12.9,21.55,5.608,5.84
"2023-06-26 02:45:00",340,12.9,21.31,5.6,5.693
"2023-06-26 03:00:00",341,12.9,21.06,5.597,5.689
"2023-06-26 03:15:00",342,12.9,20.83,5.579,5.704
"2023-06-26 03:30:00",343,12.9,20.61,5.779,5.86
"2023-06-26 03:45:00",344,12.9,20.4,5.83,5.665
"2023-06-26 04:00:00",345,12.9,20.19,5.562,5.664
"2023-06-26 04:15:00",346,12.9,19.98,5.598,5.94
"2023-06-26 04:30:00",347,12.9,19.76,5.552,5.647
"2023-06-26 04:45:00",348,12.9,19.53,5.554,5.651
"2023-06-26 05:00:00",349,12.9,19.29,5.568,5.92
"2023-06-26 05:15:00",350,12.89,19.06,5.537,5.633
"2023-06-26 05:30:00",351,12.89,18.81,7.093,7.136
"2023-06-26 05:45:00",352,12.89,18.56,15.58,15.7
"2023-06-26 06:00:00",353,12.89,18.3,32.39,32.68
"2023-06-26 06:15:00",354,12.89,18.06,53.98,53.01
"2023-06-26 06:30:00",355,12.89,17.84,92.2,81.6
"2023-06-26 06:45:00",356,12.89,17.67,132.4,101.8
"2023-06-26 07:00:00",357,12.89,17.53,173.1,113.9
"2023-06-26 07:15:00",358,12.89,17.43,246.6,131.3
"2023-06-26 07:30:00",359,12.89,17.4,321.8,141.2
"2023-06-26 07:45:00",360,12.89,17.44,391.2,150
"2023-06-26 08:00:00",361,12.89,17.5,475.4,169.2
"2023-06-26 08:15:00",362,12.89,17.56,520.6,179.2
"2023-06-26 08:30:00",363,12.89,17.68,635.5,198.6
"2023-06-26 08:45:00",364,12.89,17.81,686.2,208.7
"2023-06-26 09:00:00",365,12.89,17.94,752.2,233.1
"2023-06-26 09:15:00",366,12.89,18.1,811,250.1
"2023-06-26 09:30:00",367,12.88,18.27,896,256.4
"2023-06-26 09:45:00",368,12.88,18.48,998,272.7
"2023-06-26 10:00:00",369,12.88,18.92,936,333.4
"2023-06-26 10:15:00",370,12.88,19.24,1029,381.7
"2023-06-26 10:30:00",371,12.88,19.44,1076,355.8
"2023-06-26 10:45:00",372,12.88,19.55,1246,389.5
"2023-06-26 11:00:00",373,12.88,19.7,1282,444
"2023-06-26 11:15:00",374,12.89,19.9,1481,487.5
"2023-06-26 11:30:00",375,12.88,20.15,1312,518.4
"2023-06-26 11:45:00",376,12.88,20.4,1514,529.6
"2023-06-26 12:00:00",377,12.89,20.88,1514,515.1
"2023-06-26 12:15:00",378,12.88,22.05,1216,573.1
"2023-06-26 12:30:00",379,12.88,22.42,1252,676.6
"2023-06-26 12:45:00",380,12.89,22.15,1620,653.7
"2023-06-26 13:00:00",381,12.89,21.97,1166,628.5
"2023-06-26 13:15:00",382,12.88,21.9,804,538.5
"2023-06-26 13:30:00",383,12.89,21.87,1671,667.6
"2023-06-26 13:45:00",384,12.89,22.42,961,613.8
"2023-06-26 14:00:00",385,12.89,22.79,1440,766.1
"2023-06-26 14:15:00",386,12.89,24.03,1827,766.1
"2023-06-26 14:30:00",387,12.89,25.66,803,585.2
"2023-06-26 14:45:00",388,12.89,25.14,1020,596.7
"2023-06-26 15:00:00",389,12.89,24.9,1314,740.9
"2023-06-26 15:15:00",390,12.89,24.98,829,718.8
"2023-06-26 15:30:00",391,12.89,24.04,1043,726.3
"2023-06-26 15:45:00",392,12.89,23.64,1206,781.9
"2023-06-26 16:00:00",393,12.89,23.76,747.2,681.2
"2023-06-26 16:15:00",394,12.89,23.15,530.1,507.6
"2023-06-26 16:30:00",395,12.89,22.54,982,820
"2023-06-26 16:45:00",396,12.89,22.34,1197,841
"2023-06-26 17:00:00",397,12.89,22.47,1120,725.5
"2023-06-26 17:15:00",398,12.89,22.61,479.8,446.1
"2023-06-26 17:30:00",399,12.89,22.36,430.2,423.9
"2023-06-26 17:45:00",400,12.89,22,507.3,504.5
"2023-06-26 18:00:00",401,12.88,21.73,411.7,411.2
"2023-06-26 18:15:00",402,12.89,21.45,299,295.9
"2023-06-26 18:30:00",403,12.89,21.22,301.8,294.8
"2023-06-26 18:45:00",404,12.89,21.06,301.7,300.3
"2023-06-26 19:00:00",405,12.89,20.92,138.8,138.5
"2023-06-26 19:15:00",406,12.89,20.75,115.1,111.9
"2023-06-26 19:30:00",407,12.89,20.58,162.5,161.1
"2023-06-26 19:45:00",408,12.89,20.45,244.9,242.2
"2023-06-26 20:00:00",409,12.89,20.35,275.5,267.6
"2023-06-26 20:15:00",410,12.88,20.25,224.6,222.2
"2023-06-26 20:30:00",411,12.89,20.12,175.8,175.7
"2023-06-26 20:45:00",412,12.89,19.96,130.8,131.2
"2023-06-26 21:00:00",413,12.89,19.78,98.7,99
"2023-06-26 21:15:00",414,12.88,19.6,72.16,72.46
"2023-06-26 21:30:00",415,12.88,19.44,45.98,46.33
"2023-06-26 21:45:00",416,12.88,19.32,26.82,27
"2023-06-26 22:00:00",417,12.88,19.21,12.25,12.38
"2023-06-26 22:15:00",418,12.88,19.05,6.68,6.774
"2023-06-26 22:30:00",419,12.88,18.78,5.545,5.64
"2023-06-26 22:45:00",420,12.88,18.51,5.536,5.637
"2023-06-26 23:00:00",421,12.88,18.26,5.533,5.629
"2023-06-26 23:15:00",422,12.88,18.01,5.524,5.683
"2023-06-26 23:30:00",423,12.88,17.74,5.513,5.618
"2023-06-26 23:45:00",424,12.88,17.49,5.509,5.898
"2023-06-27 00:00:00",425,12.88,17.28,5.532,5.897
"2023-06-27 00:15:00",426,12.88,17.1,5.507,5.863
"2023-06-27 00:30:00",427,12.88,16.95,5.512,5.608
"2023-06-27 00:45:00",428,12.88,16.83,5.785,5.604
"2023-06-27 01:00:00",429,12.88,16.69,5.502,5.6
"2023-06-27 01:15:00",430,12.88,16.55,5.747,5.731
"2023-06-27 01:30:00",431,12.88,16.43,5.5,5.601
"2023-06-27 01:45:00",432,12.88,16.28,5.497,5.63
"2023-06-27 02:00:00",433,12.88,16.17,5.782,5.639
"2023-06-27 02:15:00",434,12.87,16.06,5.497,5.6
"2023-06-27 02:30:00",435,12.88,15.96,5.484,5.594
"2023-06-27 02:45:00",436,12.87,15.88,5.496,5.59
"2023-06-27 03:00:00",437,12.87,15.8,5.486,5.582
"2023-06-27 03:15:00",438,12.87,15.73,5.492,5.59
"2023-06-27 03:30:00",439,12.87,15.65,5.483,5.584
"2023-06-27 03:45:00",440,12.87,15.56,5.483,5.82
