"distance","rad"
135,8.36374259259259
30,57.3237648148148
15,17.7514037037037
0,18.7909944444444
120,8.60405
105,8.98540740740741
90,11.3832574074074
75,10.6048703703704
60,117.536442592593
45,67.6987759259259
