FID,the_geom,code,timestamp,precip_quantity,precip_range,temp,temp_min,temp_max,temp_grass_min,wind_speed,wind_speed_unit,wind_direction,wind_peak_speed,humidity_relative,weather_current,pressure,pressure_station_level,sun_duration_24hours,short_wave_from_sky_24hours,cloudiness
synop_data.fid--692cef7e_193ba0b33c1_331e,POINT (50.980293 3.816003),6434,2023-06-11T23:00:00,,,19.6,,,,1.066,1,118.2,1.9,86.8,,1014.5,1012.5,,,
synop_data.fid--692cef7e_193ba0b33c1_331f,POINT (50.980293 3.816003),6434,2023-06-12T00:00:00,0,1,20,,,,0,1,,6.8,84,,1014.6,1012.7,735,24109700,
synop_data.fid--692cef7e_193ba0b33c1_3320,POINT (50.980293 3.816003),6434,2023-03-01T01:00:00,,,-2.3,,,,2.041,1,25.4,3.2,79.1,,1031.5,1029.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3321,POINT (50.980293 3.816003),6434,2023-03-01T00:00:00,0,1,-0.5,,,,2.994,1,27.9,3.8,72.8,,1031.7,1029.6,401,10335800,
synop_data.fid--692cef7e_193ba0b33c1_3322,POINT (50.980293 3.816003),6434,2023-03-01T03:00:00,,,-3.3,,,,2.082,1,21.2,4.1,88.4,,1030.4,1028.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3323,POINT (50.980293 3.816003),6434,2023-03-01T02:00:00,,,-0.8,,,,2.979,1,25.3,4.1,83.5,,1031.1,1029,,,
synop_data.fid--692cef7e_193ba0b33c1_3324,POINT (50.980293 3.816003),6434,2023-03-01T05:00:00,,,-1.1,,,,3.144,1,25.4,5.2,86.9,,1030,1027.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3325,POINT (50.980293 3.816003),6434,2023-03-01T04:00:00,,,-1,,,,3.404,1,28.1,4.6,87.1,,1030.1,1028,,,
synop_data.fid--692cef7e_193ba0b33c1_3326,POINT (50.980293 3.816003),6434,2023-03-01T06:00:00,0,2,-1.1,-3.3,,-10,2.929,1,32.4,5.2,85.9,,1029.4,1027.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3327,POINT (50.980293 3.816003),6434,2023-03-01T07:00:00,,,-1.5,,,,2.43,1,36.5,3.8,86.7,,1029.4,1027.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3328,POINT (50.980293 3.816003),6434,2023-03-01T08:00:00,,,-0.2,,,,2.457,1,38.4,3.5,79.6,,1029.5,1027.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3329,POINT (50.980293 3.816003),6434,2023-03-01T09:00:00,,,1.6,,,-10,4.062,1,71.6,5.9,70.9,,1029.4,1027.3,,,
synop_data.fid--692cef7e_193ba0b33c1_332a,POINT (50.980293 3.816003),6434,2023-03-01T10:00:00,,,3,,,,4.57,1,56,7.6,60.8,,1028.8,1026.7,,,
synop_data.fid--692cef7e_193ba0b33c1_332b,POINT (50.980293 3.816003),6434,2023-03-01T11:00:00,,,4.2,,,,5.131,1,66.2,8.8,53,,1028.3,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_332c,POINT (50.980293 3.816003),6434,2023-03-01T12:00:00,0,1,5.6,,,,5.54,1,39,8.8,50.6,,1027.7,1025.6,,,
synop_data.fid--692cef7e_193ba0b33c1_332d,POINT (50.980293 3.816003),6434,2023-03-01T14:00:00,,,6.5,,,,5.026,1,42.9,8.1,45.7,,1026.1,1024,,,
synop_data.fid--692cef7e_193ba0b33c1_332e,POINT (50.980293 3.816003),6434,2023-03-01T13:00:00,,,6.3,,,,3.695,1,41.3,8.1,48.6,,1026.9,1024.9,,,
synop_data.fid--692cef7e_193ba0b33c1_332f,POINT (50.980293 3.816003),6434,2023-03-01T16:00:00,,,6.7,,,,4.995,1,48.2,8.7,45.8,,1024.7,1022.6,,,
synop_data.fid--692cef7e_193ba0b33c1_3330,POINT (50.980293 3.816003),6434,2023-03-01T15:00:00,,,6.9,,,,4.895,1,33,9,46.9,,1025.3,1023.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3331,POINT (50.980293 3.816003),6434,2023-03-01T18:00:00,0,2,4.6,,7.1,,3.473,1,42.5,9,54.9,,1024.7,1022.6,,,
synop_data.fid--692cef7e_193ba0b33c1_3332,POINT (50.980293 3.816003),6434,2023-03-01T17:00:00,,,5.9,,,,4.157,1,56.7,6.9,48.3,,1024.5,1022.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3333,POINT (50.980293 3.816003),6434,2023-03-01T20:00:00,,,2.7,,,,2.799,1,47.5,4.9,62.2,,1024.7,1022.6,,,
synop_data.fid--692cef7e_193ba0b33c1_3334,POINT (50.980293 3.816003),6434,2023-03-01T19:00:00,,,3.5,,,,3.19,1,45.7,5,59.2,,1024.9,1022.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3335,POINT (50.980293 3.816003),6434,2023-03-01T22:00:00,,,1.7,,,,2.965,1,38.2,4.4,64.8,,1024.5,1022.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3336,POINT (50.980293 3.816003),6434,2023-03-01T21:00:00,,,2.2,,,,2.943,1,39.6,5,63.5,,1024.8,1022.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3337,POINT (50.980293 3.816003),6434,2023-03-02T00:00:00,0,1,-1.5,,,,2.233,1,30.1,5,77.5,,1024.9,1022.7,621,13075600,
synop_data.fid--692cef7e_193ba0b33c1_3338,POINT (50.980293 3.816003),6434,2023-03-01T23:00:00,,,-1.2,,,,1.94,1,30.5,3.8,81.7,,1024.9,1022.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3339,POINT (50.980293 3.816003),6434,2023-03-02T02:00:00,,,-2.6,,,,2.167,1,39.1,3,80.4,,1023.9,1021.8,,,
synop_data.fid--692cef7e_193ba0b33c1_333a,POINT (50.980293 3.816003),6434,2023-03-02T01:00:00,,,-2.2,,,,1.892,1,31.4,3.4,78,,1024.5,1022.4,,,
synop_data.fid--692cef7e_193ba0b33c1_333b,POINT (50.980293 3.816003),6434,2023-03-02T04:00:00,,,-1.4,,,,2.306,1,26.5,4.5,80.3,,1023.7,1021.5,,,
synop_data.fid--692cef7e_193ba0b33c1_333c,POINT (50.980293 3.816003),6434,2023-03-02T03:00:00,,,-1.1,,,,2.85,1,31.3,3.8,78,,1023.7,1021.5,,,
synop_data.fid--692cef7e_193ba0b33c1_333d,POINT (50.980293 3.816003),6434,2023-03-02T06:00:00,0,2,-1.3,-2.6,,-9,2.999,1,47.4,4.6,83.1,,1023.8,1021.7,,,
synop_data.fid--692cef7e_193ba0b33c1_333e,POINT (50.980293 3.816003),6434,2023-03-02T05:00:00,,,-1.3,,,,2.689,1,28.4,4,81,,1023.7,1021.5,,,
synop_data.fid--692cef7e_193ba0b33c1_333f,POINT (50.980293 3.816003),6434,2023-03-02T08:00:00,,,0,,,,3.498,1,40.4,5.4,85.5,,1023.9,1021.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3340,POINT (50.980293 3.816003),6434,2023-03-02T09:00:00,,,1.6,,,-9,3.857,1,42.2,6,80.3,,1023.9,1021.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3341,POINT (50.980293 3.816003),6434,2023-03-02T07:00:00,,,-1.2,,,,2.813,1,40.7,4.4,87,,1023.9,1021.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3342,POINT (50.980293 3.816003),6434,2023-03-02T11:00:00,,,4.8,,,,3.585,1,36.4,6.2,68.5,,1023.5,1021.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3343,POINT (50.980293 3.816003),6434,2023-03-02T10:00:00,,,3.2,,,,4.132,1,38.4,6.6,72.8,,1023.7,1021.6,,,
synop_data.fid--692cef7e_193ba0b33c1_3344,POINT (50.980293 3.816003),6434,2023-03-02T13:00:00,,,7,,,,5.062,1,35.1,7.9,56.3,,1023,1020.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3345,POINT (50.980293 3.816003),6434,2023-03-02T12:00:00,0,1,6,,,,3.913,1,25.7,6.6,62,,1023.4,1021.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3346,POINT (50.980293 3.816003),6434,2023-03-02T15:00:00,,,8.9,,,,4.376,1,33.7,8.4,51.8,,1021.9,1019.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3347,POINT (50.980293 3.816003),6434,2023-03-02T14:00:00,,,8.5,,,,4.893,1,44.5,8.4,51,,1022.4,1020.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3348,POINT (50.980293 3.816003),6434,2023-03-02T17:00:00,,,8,,,,5,1,16.9,7.9,51.7,,1022.1,1020.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3349,POINT (50.980293 3.816003),6434,2023-03-02T18:00:00,0,2,6.4,,9.2,,4.142,1,21.4,8.4,65.1,,1022.9,1020.8,,,
synop_data.fid--692cef7e_193ba0b33c1_334a,POINT (50.980293 3.816003),6434,2023-03-02T16:00:00,,,8.8,,,,4.968,1,15.2,8.2,53.9,,1021.9,1019.9,,,
synop_data.fid--692cef7e_193ba0b33c1_334b,POINT (50.980293 3.816003),6434,2023-03-02T20:00:00,,,4.3,,,,4.169,1,30.6,6.8,83.8,,1024,1021.9,,,
synop_data.fid--692cef7e_193ba0b33c1_334c,POINT (50.980293 3.816003),6434,2023-03-02T19:00:00,,,5.4,,,,4.699,1,27.5,7.9,77.8,,1023.7,1021.7,,,
synop_data.fid--692cef7e_193ba0b33c1_334d,POINT (50.980293 3.816003),6434,2023-03-02T23:00:00,,,1.7,,,,2.989,1,28.5,4.3,91.9,,1024.5,1022.4,,,
synop_data.fid--692cef7e_193ba0b33c1_334e,POINT (50.980293 3.816003),6434,2023-03-02T21:00:00,,,3.2,,,,3.916,1,22.9,7.9,89,,1024.5,1022.4,,,
synop_data.fid--692cef7e_193ba0b33c1_334f,POINT (50.980293 3.816003),6434,2023-03-02T22:00:00,,,2.5,,,,2.86,1,27.2,5.1,90.8,,1024.6,1022.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3350,POINT (50.980293 3.816003),6434,2023-03-03T01:00:00,,,1.3,,,,3.091,1,32,4.4,90.9,,1025.1,1023,,,
synop_data.fid--692cef7e_193ba0b33c1_3351,POINT (50.980293 3.816003),6434,2023-03-03T00:00:00,0,1,1.5,,,,2.802,1,33,7.9,89.9,,1024.7,1022.6,622,12726200,
synop_data.fid--692cef7e_193ba0b33c1_3352,POINT (50.980293 3.816003),6434,2023-03-03T02:00:00,,,0.6,,,,3.09,1,23.5,4.6,94.9,,1025.1,1023,,,
synop_data.fid--692cef7e_193ba0b33c1_3353,POINT (50.980293 3.816003),6434,2023-03-03T03:00:00,,,0.6,,,,3.54,1,19.7,4.7,98,,1025,1022.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3354,POINT (50.980293 3.816003),6434,2023-03-03T05:00:00,,,0.1,,,,2.834,1,9.2,4.7,97.6,,1025.2,1023.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3355,POINT (50.980293 3.816003),6434,2023-03-03T04:00:00,,,0.1,,,,2.815,1,7.6,5.2,98.6,,1025.1,1023,,,
synop_data.fid--692cef7e_193ba0b33c1_3356,POINT (50.980293 3.816003),6434,2023-03-03T06:00:00,0,2,0.8,-0.1,,-5.4,3.651,1,30.4,6.8,96.8,,1025.6,1023.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3357,POINT (50.980293 3.816003),6434,2023-03-03T07:00:00,,,0.6,,,,3.944,1,52,7.3,95.7,,1026.2,1024.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3358,POINT (50.980293 3.816003),6434,2023-03-03T09:00:00,,,1.5,,,-5.4,4.317,1,41.3,7.3,90.7,,1027.2,1025.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3359,POINT (50.980293 3.816003),6434,2023-03-03T08:00:00,,,1,,,,4.302,1,39,7.3,94.2,,1026.9,1024.8,,,
synop_data.fid--692cef7e_193ba0b33c1_335a,POINT (50.980293 3.816003),6434,2023-03-03T11:00:00,,,3.2,,,,4.279,1,49.2,8.2,84.7,,1027.8,1025.7,,,
synop_data.fid--692cef7e_193ba0b33c1_335b,POINT (50.980293 3.816003),6434,2023-03-03T10:00:00,,,2,,,,4.286,1,40,8.3,88.1,,1027.6,1025.5,,,
synop_data.fid--692cef7e_193ba0b33c1_335c,POINT (50.980293 3.816003),6434,2023-03-03T13:00:00,,,5.4,,,,4.056,1,31.5,8.4,76.4,,1027.3,1025.3,,,
synop_data.fid--692cef7e_193ba0b33c1_335d,POINT (50.980293 3.816003),6434,2023-03-03T12:00:00,0,1,4.4,,,,4.486,1,58.3,8.3,79.3,,1027.6,1025.5,,,
synop_data.fid--692cef7e_193ba0b33c1_335e,POINT (50.980293 3.816003),6434,2023-03-03T14:00:00,,,6.4,,,,5.149,1,34.9,7.9,70.8,,1027,1025,,,
synop_data.fid--692cef7e_193ba0b33c1_335f,POINT (50.980293 3.816003),6434,2023-03-03T16:00:00,,,6.7,,,,4.425,1,24.2,8.5,67.9,,1026.6,1024.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3360,POINT (50.980293 3.816003),6434,2023-03-03T15:00:00,,,6.6,,,,4.302,1,42.3,8.4,68.1,,1026.7,1024.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3361,POINT (50.980293 3.816003),6434,2023-03-03T18:00:00,0,2,6.3,,7.3,,2.948,1,16.9,8.5,69,,1027.1,1025,,,
synop_data.fid--692cef7e_193ba0b33c1_3362,POINT (50.980293 3.816003),6434,2023-03-03T17:00:00,,,6.6,,,,3.788,1,22.7,6.9,66.8,,1026.6,1024.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3363,POINT (50.980293 3.816003),6434,2023-03-03T20:00:00,,,5.5,,,,4.276,1,15.1,7,69.6,,1027.8,1025.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3364,POINT (50.980293 3.816003),6434,2023-03-03T19:00:00,,,6,,,,4.659,1,9.8,6.8,71.1,,1027.4,1025.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3365,POINT (50.980293 3.816003),6434,2023-03-03T22:00:00,,,5,,,,2.252,1,22.5,5.6,70.4,,1028.4,1026.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3366,POINT (50.980293 3.816003),6434,2023-03-03T21:00:00,,,5.1,,,,4.343,1,11.4,7,69.7,,1028.3,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3367,POINT (50.980293 3.816003),6434,2023-03-03T23:00:00,,,5.2,,,,3.073,1,34.1,6.7,70.4,,1028.4,1026.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3368,POINT (50.980293 3.816003),6434,2023-03-04T00:00:00,0,1,5.1,,,,2.635,1,29,7,72.9,,1028.3,1026.2,243,8027900,
synop_data.fid--692cef7e_193ba0b33c1_3369,POINT (50.980293 3.816003),6434,2023-03-04T01:00:00,,,4.9,,,,1.946,1,3,3.9,75.3,,1028.3,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_336a,POINT (50.980293 3.816003),6434,2023-03-04T02:00:00,,,5.3,,,,3.352,1,20,5.5,73.3,,1027.9,1025.9,,,
synop_data.fid--692cef7e_193ba0b33c1_336b,POINT (50.980293 3.816003),6434,2023-03-04T03:00:00,,,5.4,,,,3.487,1,12.9,5.5,76.1,,1027.3,1025.3,,,
synop_data.fid--692cef7e_193ba0b33c1_336c,POINT (50.980293 3.816003),6434,2023-03-04T05:00:00,,,5.2,,,,2.45,1,10.5,7,77.1,,1027.5,1025.4,,,
synop_data.fid--692cef7e_193ba0b33c1_336d,POINT (50.980293 3.816003),6434,2023-03-04T04:00:00,,,5.4,,,,4.017,1,21.6,5.6,74.2,,1027.3,1025.3,,,
synop_data.fid--692cef7e_193ba0b33c1_336e,POINT (50.980293 3.816003),6434,2023-03-04T07:00:00,,,5.3,,,,4.115,1,14.4,6.1,74.5,,1027.8,1025.7,,,
synop_data.fid--692cef7e_193ba0b33c1_336f,POINT (50.980293 3.816003),6434,2023-03-04T06:00:00,0,2,5.4,4.8,,3.3,3.536,1,19.6,7,73.5,,1027.5,1025.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3370,POINT (50.980293 3.816003),6434,2023-03-04T09:00:00,,,5,,,3.3,2.778,1,13.7,6.1,87.8,,1028.6,1026.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3371,POINT (50.980293 3.816003),6434,2023-03-04T08:00:00,,,5.1,,,,3.299,1,357.1,6,81.4,,1028.3,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3372,POINT (50.980293 3.816003),6434,2023-03-04T11:00:00,,,6.4,,,,2.549,1,354.1,4.8,81.9,,1028.2,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3373,POINT (50.980293 3.816003),6434,2023-03-04T10:00:00,,,5.4,,,,2.573,1,348.4,3.7,85.1,,1028.3,1026.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3374,POINT (50.980293 3.816003),6434,2023-03-04T12:00:00,0,1,7,,,,2.851,1,331.2,6.1,76.6,,1027.6,1025.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3375,POINT (50.980293 3.816003),6434,2023-03-04T13:00:00,,,7.3,,,,3.172,1,355.5,5.7,75.8,,1027,1024.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3376,POINT (50.980293 3.816003),6434,2023-03-04T15:00:00,,,7.7,,,,3.505,1,346,6.9,77.7,,1026,1023.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3377,POINT (50.980293 3.816003),6434,2023-03-04T14:00:00,,,7.4,,,,2.646,1,6,5.4,76.8,,1026.4,1024.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3378,POINT (50.980293 3.816003),6434,2023-03-04T17:00:00,,,6.8,,,,4.702,1,347,6.7,86.4,,1025.4,1023.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3379,POINT (50.980293 3.816003),6434,2023-03-04T16:00:00,,,7.3,,,,3.845,1,344.4,7.7,80.6,,1025.5,1023.5,,,
synop_data.fid--692cef7e_193ba0b33c1_337a,POINT (50.980293 3.816003),6434,2023-03-04T19:00:00,,,6.1,,,,3.267,1,349.4,5.2,87.5,,1025.8,1023.7,,,
synop_data.fid--692cef7e_193ba0b33c1_337b,POINT (50.980293 3.816003),6434,2023-03-04T18:00:00,0,2,6.2,,7.8,,3.101,1,349,7.7,85.3,,1025.5,1023.5,,,
synop_data.fid--692cef7e_193ba0b33c1_337c,POINT (50.980293 3.816003),6434,2023-03-04T21:00:00,,,5.2,,,,1.92,1,333.8,5.4,91.2,,1025.5,1023.5,,,
synop_data.fid--692cef7e_193ba0b33c1_337d,POINT (50.980293 3.816003),6434,2023-03-04T20:00:00,,,5.8,,,,2.003,1,353.8,5.4,87.7,,1025.5,1023.5,,,
synop_data.fid--692cef7e_193ba0b33c1_337e,POINT (50.980293 3.816003),6434,2023-03-04T22:00:00,,,4.7,,,,1.645,1,326.9,4.4,93.6,,1025.3,1023.2,,,
synop_data.fid--692cef7e_193ba0b33c1_337f,POINT (50.980293 3.816003),6434,2023-03-04T23:00:00,,,4.3,,,,1.175,1,286.8,2.3,93.4,,1024.8,1022.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3380,POINT (50.980293 3.816003),6434,2023-03-05T01:00:00,,,3.4,,,,1,1,332.5,2.3,99.5,,1024.1,1022,,,
synop_data.fid--692cef7e_193ba0b33c1_3381,POINT (50.980293 3.816003),6434,2023-03-05T00:00:00,0,1,3.9,,,,1.519,1,286.3,5.4,98.1,,1024.7,1022.6,9,3045500,
synop_data.fid--692cef7e_193ba0b33c1_3382,POINT (50.980293 3.816003),6434,2023-03-05T02:00:00,,,2.7,,,,1,1,256.5,2,98.7,,1023.4,1021.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3383,POINT (50.980293 3.816003),6434,2023-03-05T03:00:00,,,3.1,,,,1.8,1,259.7,2.5,100,,1022.9,1020.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3384,POINT (50.980293 3.816003),6434,2023-03-05T05:00:00,,,3.4,,,,2.381,1,270.7,3.6,99.8,,1021.6,1019.5,,,
synop_data.fid--692cef7e_193ba0b33c1_3385,POINT (50.980293 3.816003),6434,2023-03-05T04:00:00,,,3.1,,,,1.343,1,255.3,2.5,100,,1022.3,1020.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3386,POINT (50.980293 3.816003),6434,2023-03-05T06:00:00,0.3,2,3.3,1.7,,-3.4,2.22,1,247.5,3.6,99.2,,1021.1,1019,,,
synop_data.fid--692cef7e_193ba0b33c1_3387,POINT (50.980293 3.816003),6434,2023-03-05T07:00:00,,,3.4,,,,1.372,1,228.7,5,98.9,,1020.9,1018.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3388,POINT (50.980293 3.816003),6434,2023-03-05T09:00:00,,,4.7,,,-3.4,2.302,1,298.8,5,92.7,,1020.2,1018.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3389,POINT (50.980293 3.816003),6434,2023-03-05T08:00:00,,,3.8,,,,2.177,1,253.6,3.6,96,,1020.6,1018.5,,,
synop_data.fid--692cef7e_193ba0b33c1_338a,POINT (50.980293 3.816003),6434,2023-03-05T10:00:00,,,4.6,,,,2.058,1,301.5,4.9,89.4,,1019.9,1017.8,,,
synop_data.fid--692cef7e_193ba0b33c1_338b,POINT (50.980293 3.816003),6434,2023-03-05T11:00:00,,,4.8,,,,2.155,1,274.2,5.5,86.3,,1019.5,1017.4,,,
synop_data.fid--692cef7e_193ba0b33c1_338c,POINT (50.980293 3.816003),6434,2023-03-05T12:00:00,0.7,1,5.2,,,,1.97,1,294.7,5.5,82.8,,1018.8,1016.7,,,
synop_data.fid--692cef7e_193ba0b33c1_338d,POINT (50.980293 3.816003),6434,2023-03-05T13:00:00,,,3.5,,,,1,1,343.6,8.5,92.6,,1017.8,1015.8,,,
synop_data.fid--692cef7e_193ba0b33c1_338e,POINT (50.980293 3.816003),6434,2023-03-05T15:00:00,,,5.3,,,,3.334,1,312.4,8.5,74.5,,1015.8,1013.8,,,
synop_data.fid--692cef7e_193ba0b33c1_338f,POINT (50.980293 3.816003),6434,2023-03-05T14:00:00,,,5.4,,,,2.371,1,302.9,3.5,85.3,,1016.8,1014.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3390,POINT (50.980293 3.816003),6434,2023-03-05T17:00:00,,,4.7,,,,2.559,1,310.1,4.9,77,,1014.5,1012.4,,,
synop_data.fid--692cef7e_193ba0b33c1_3391,POINT (50.980293 3.816003),6434,2023-03-05T16:00:00,,,5,,,,2.013,1,303.9,5.1,79,,1015,1012.9,,,
synop_data.fid--692cef7e_193ba0b33c1_3392,POINT (50.980293 3.816003),6434,2023-03-05T18:00:00,1.2,2,4.4,,5.6,,1.838,1,264.5,8.5,80.6,,1014.2,1012.2,,,
synop_data.fid--692cef7e_193ba0b33c1_3393,POINT (50.980293 3.816003),6434,2023-03-05T19:00:00,,,4.1,,,,1.882,1,278,3,82.3,,1013.9,1011.8,,,
synop_data.fid--692cef7e_193ba0b33c1_3394,POINT (50.980293 3.816003),6434,2023-03-05T20:00:00,,,3.9,,,,1.916,1,280.4,3,84.9,,1013.2,1011.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3395,POINT (50.980293 3.816003),6434,2023-03-05T22:00:00,,,3.3,,,,2.02,1,255.6,3.4,87,,1012.2,1010.1,,,
synop_data.fid--692cef7e_193ba0b33c1_3396,POINT (50.980293 3.816003),6434,2023-03-05T21:00:00,,,3.5,,,,2.001,1,252,3.4,86.8,,1012.7,1010.7,,,
synop_data.fid--692cef7e_193ba0b33c1_3397,POINT (50.980293 3.816003),6434,2023-03-05T23:00:00,,,3.2,,,,2.084,1,252,3.5,86.6,,1011.4,1009.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3398,POINT (50.980293 3.816003),6434,2023-03-06T01:00:00,,,2.8,,,,1.897,1,268.9,3.3,87.3,,1010.4,1008.3,,,
synop_data.fid--692cef7e_193ba0b33c1_3399,POINT (50.980293 3.816003),6434,2023-03-06T00:00:00,0,1,3,,,,1.851,1,255.9,3.5,87.2,,1010.9,1008.8,0,3819400,
synop_data.fid--692cef7e_193ba0b33c1_339a,POINT (50.980293 3.816003),6434,2023-03-06T03:00:00,,,2.4,,,,1.453,1,275.3,3.4,90.2,,1009.4,1007.3,,,
synop_data.fid--692cef7e_193ba0b33c1_339b,POINT (50.980293 3.816003),6434,2023-03-06T02:00:00,,,2.8,,,,1.997,1,261.4,3.4,87.4,,1010,1007.9,,,
synop_data.fid--692cef7e_193ba0b33c1_339c,POINT (50.980293 3.816003),6434,2023-03-06T04:00:00,,,2.4,,,,2.016,1,247,3.8,90.2,,1009.1,1007,,,
synop_data.fid--692cef7e_193ba0b33c1_339d,POINT (50.980293 3.816003),6434,2023-03-06T05:00:00,,,2.4,,,,2.864,1,238.3,4.4,90.5,,1008.5,1006.4,,,
synop_data.fid--692cef7e_193ba0b33c1_339e,POINT (50.980293 3.816003),6434,2023-03-06T06:00:00,0,2,2.4,2.1,,0.7,2.509,1,248.5,4.5,92.7,,1008.2,1006.2,,,
synop_data.fid--692cef7e_193ba0b33c1_339f,POINT (50.980293 3.816003),6434,2023-03-06T07:00:00,,,2.4,,,,1.697,1,263.6,3.6,92.1,,1008.1,1006.1,,,
synop_data.fid--692cef7e_193ba0b33c1_33a0,POINT (50.980293 3.816003),6434,2023-03-06T08:00:00,,,3,,,,1.847,1,259.5,3.8,91.2,,1008,1005.9,,,
synop_data.fid--692cef7e_193ba0b33c1_33a1,POINT (50.980293 3.816003),6434,2023-03-06T09:00:00,,,3.9,,,0.7,3.113,1,260.4,4.5,86.5,,1008.4,1006.3,,,
synop_data.fid--692cef7e_193ba0b33c1_33a2,POINT (50.980293 3.816003),6434,2023-03-06T11:00:00,,,5.6,,,,3.93,1,276.4,6.5,70.4,,1008,1005.9,,,
synop_data.fid--692cef7e_193ba0b33c1_33a3,POINT (50.980293 3.816003),6434,2023-03-06T10:00:00,,,4.9,,,,2.986,1,271.7,5.3,80.4,,1008.3,1006.3,,,
synop_data.fid--692cef7e_193ba0b33c1_33a4,POINT (50.980293 3.816003),6434,2023-03-06T13:00:00,,,6.8,,,,5.293,1,232.1,8.8,65,,1006.8,1004.7,,,
synop_data.fid--692cef7e_193ba0b33c1_33a5,POINT (50.980293 3.816003),6434,2023-03-06T12:00:00,0,1,6.6,,,,4.927,1,235.5,7.6,69.7,,1007.5,1005.5,,,
synop_data.fid--692cef7e_193ba0b33c1_33a6,POINT (50.980293 3.816003),6434,2023-03-06T15:00:00,,,6.7,,,,6.555,1,237.6,10.4,53.2,,1005.4,1003.4,,,
synop_data.fid--692cef7e_193ba0b33c1_33a7,POINT (50.980293 3.816003),6434,2023-03-06T14:00:00,,,7.4,,,,5.428,1,243.3,9.5,54.4,,1006,1004,,,
synop_data.fid--692cef7e_193ba0b33c1_33a8,POINT (50.980293 3.816003),6434,2023-03-06T17:00:00,,,6.5,,,,5.611,1,228.1,9.8,65.3,,1004.2,1002.2,,,
synop_data.fid--692cef7e_193ba0b33c1_33a9,POINT (50.980293 3.816003),6434,2023-03-06T16:00:00,,,6.7,,,,4.95,1,227.1,10.4,56.8,,1004.9,1002.9,,,
synop_data.fid--692cef7e_193ba0b33c1_33aa,POINT (50.980293 3.816003),6434,2023-03-06T19:00:00,,,5.5,,,,5.632,1,224.3,8.8,90.1,,1003.5,1001.4,,,
synop_data.fid--692cef7e_193ba0b33c1_33ab,POINT (50.980293 3.816003),6434,2023-03-06T18:00:00,0.2,2,5.1,,7.9,,4.868,1,225.2,10.4,86.2,,1004,1002,,,
synop_data.fid--692cef7e_193ba0b33c1_33ac,POINT (50.980293 3.816003),6434,2023-03-06T20:00:00,,,5.4,,,,5.634,1,239.2,9.5,92.5,,1003.2,1001.1,,,
