"D_edge","Tair","Tsoi"
30,26.421875,17.140625
0,26.484375,19.484375
15,26.578125,18.25
135,25.8125,17.984375
120,24.96875,18.125
105,24.890625,19.75
90,24.6875,18.03125
75,25.828125,17.90625
60,26.015625,16.3125
45,26.3125,17.3125
