"D_edge","Tair","Tsoi"
30,23.53125,17.359375
0,23.046875,19.375
15,23.375,18.25
135,23.125,18.125
120,22.609375,18.203125
105,22.40625,19.59375
90,22.28125,18.125
75,22.890625,18
60,23.15625,16.390625
45,23.421875,17.4375
