"D_edge","Tair","Tsoi"
30,25.65625,17.25
0,25.703125,19.5
15,25.78125,18.296875
135,25.03125,18.0625
120,24.3125,18.171875
105,24.25,19.71875
90,24.015625,18.125
75,25,17.984375
60,25.21875,16.375
45,25.515625,17.375
