"D_edge","Tair","Tsoi"
30,28.4375,16.703125
0,28.21875,19.140625
15,28.421875,17.921875
135,27.90625,17.390625
120,26.640625,17.671875
105,27.234375,19.578125
90,27.171875,17.59375
75,28.78125,17.3125
60,28.015625,15.953125
45,28.03125,16.921875
