"D_edge","Tair","Tsoi"
30,17.4375,16.265625
0,16.8125,17
15,17.140625,16.65625
135,17.09375,16.546875
120,16.921875,16.578125
105,16.859375,17.671875
90,16.859375,16.765625
75,16.96875,16.515625
60,17.21875,15.328125
45,17.234375,16.109375
