"D_edge","Tair","Tsoi"
30,28.34375,16.875
0,28.21875,19.3125
15,28.515625,18.078125
135,28.40625,17.625
120,26.71875,17.859375
105,26.84375,19.6875
90,26.9375,17.796875
75,29.109375,17.5625
60,28.65625,16.109375
45,28.34375,17.078125
