"D_edge","Tair","Tsoi"
30,27.78125,16.140625
0,29.546875,18.015625
15,28.75,16.984375
135,26.390625,16.375
120,25.953125,16.609375
105,34.96875,17.53125
90,25.0625,16.5
75,26.1875,16.34375
60,27.328125,15.296875
45,27.203125,16.140625
