"D_edge","Tair","Tsoi"
30,20.328125,15.34375
0,19.953125,15.671875
15,20.578125,15.9375
135,19.875,15.109375
120,18.96875,15.046875
105,18.515625,15
90,18.859375,14.890625
75,20.25,15
60,20.15625,14.890625
45,20.171875,15.1875
