"D_edge","Tair","Tsoi"
30,21.4375,17.375
0,20.828125,19.109375
15,21.140625,18.109375
135,21.109375,18.03125
120,20.796875,18.09375
105,20.765625,19.375
90,20.671875,18.109375
75,20.921875,17.875
60,21.1875,16.375
45,21.28125,17.375
