"D_edge","Tair","Tsoi"
30,16.828125,16
0,16.65625,16.5
15,16.671875,16.15625
135,16.03125,16.109375
120,15.90625,16.046875
105,15.875,17.015625
90,15.9375,16.375
75,16.09375,16.09375
60,16.421875,15.03125
45,16.5,15.75
