"D_edge","Tair","Tsoi"
30,28.21875,16.5625
0,28.5,18.84375
15,28.546875,17.703125
135,27.390625,17.171875
120,26.59375,17.4375
105,27.609375,19.421875
90,27.109375,17.390625
75,28.828125,17.0625
60,27.703125,15.828125
45,27.96875,16.75
