"D_edge","Tair","Tsoi"
30,18.34375,16.34375
0,17.59375,17.109375
15,18.078125,16.765625
135,17.859375,16.640625
120,17.625,16.671875
105,17.53125,17.8125
90,17.578125,16.859375
75,17.765625,16.625
60,18.03125,15.375
45,18.1875,16.125
